line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
1841,10273395,Videos/20240117/10273395/ai/C1_S20240117141329800_E20240117141429800.mp4,1,"{""x"": 417.0, ""y"": 256.0, ""height"": 23.0, ""width"": 10.0}",2024-01-17 14:13:34.800000+00:00,TRUE,"{""x"": 0.0, ""y"": 60.49260711669922, ""height"": 19.222854614257812, ""width"": 25.25391387939453}",2024-01-17 14:14:29.500000+00:00,"[{""time"": ""2024-01-17 14:13:29.900000+00:00"", ""center"": {""x"": 580.0178967285157, ""y"": 188.84967041015625}}, {""time"": ""2024-01-17 14:13:58.800000+00:00"", ""center"": {""x"": 590.1696759033204, ""y"": 175.61973999023436}}]","{""x"": 200.0, ""y"": 338.0, ""height"": 30.0, ""width"": 22.0}",2024-01-17 14:13:37.300000+00:00,[]
1842,10272572,Videos/20240117/10272572/ai/C21_S20240117141719600_E20240117141819600.mp4,21,"{""x"": 368.0, ""y"": 352.0, ""height"": 4.0, ""width"": 3.0}",2024-01-17 14:17:24.600000+00:00,TRUE,"{""x"": 308.13616943359375, ""y"": 0.0, ""height"": 29.453643798828125, ""width"": 37.96311569213867}",2024-01-17 14:17:30.300000+00:00,[],"{""x"": 342.0, ""y"": 8.0, ""height"": 38.0, ""width"": 19.0}",2024-01-17 14:17:31.300000+00:00,[]
1843,10272664,Videos/20240117/10272664/ai/C16_S20240117141741200_E20240117141841200.mp4,16,"{""x"": 577.0, ""y"": 318.0, ""height"": 63.0, ""width"": 25.0}",2024-01-17 14:17:46.200000+00:00,TRUE,"{""x"": 453.19281005859375, ""y"": 29.61301040649414, ""height"": 45.1763916015625, ""width"": 36.01637649536133}",2024-01-17 14:18:41.100000+00:00,"[{""time"": ""2024-01-17 14:17:43.500000+00:00"", ""center"": {""x"": 482.40000915527344, ""y"": 325.845104675293}}, {""time"": ""2024-01-17 14:18:13.200000+00:00"", ""center"": {""x"": 529.4639831542969, ""y"": 136.91829612731934}}]","{""x"": 410.0, ""y"": 34.0, ""height"": 82.0, ""width"": 87.0}",2024-01-17 14:18:41.200000+00:00,"[{""time"": ""2024-01-17 14:17:50.800000+00:00"", ""center"": {""x"": 522.36, ""y"": 320.311}}, {""time"": ""2024-01-17 14:17:56.200000+00:00"", ""center"": {""x"": 521.242, ""y"": 315.838}}, {""time"": ""2024-01-17 14:18:07.700000+00:00"", ""center"": {""x"": 576.025, ""y"": 247.64}}, {""time"": ""2024-01-17 14:18:33+00:00"", ""center"": {""x"": 549.751, ""y"": 134.161}}]"
1844,10272619,Videos/20240117/10272619/ai/C14_S20240117141353000_E20240117141453000.mp4,14,"{""x"": 189.0, ""y"": 264.0, ""height"": 12.0, ""width"": 8.0}",2024-01-17 14:13:58+00:00,TRUE,"{""x"": 506.91412353515625, ""y"": 133.4472198486328, ""height"": 20.37591552734375, ""width"": 36.34831237792969}",2024-01-17 14:14:16.300000+00:00,"[{""time"": ""2024-01-17 14:13:59.600000+00:00"", ""center"": {""x"": 172.05036575317382, ""y"": 250.98597442626954}}]","{""x"": 396.0, ""y"": 166.0, ""height"": 8.0, ""width"": 9.0}",2024-01-17 14:14:14.200000+00:00,"[{""time"": ""2024-01-17 14:14:02.700000+00:00"", ""center"": {""x"": 161.663, ""y"": 217.507}}]"
1845,10272558,Videos/20240117/10272558/ai/C18_S20240117141127700_E20240117141227700.mp4,18,"{""x"": 355.0, ""y"": 258.0, ""height"": 36.0, ""width"": 79.0}",2024-01-17 14:11:32.700000+00:00,TRUE,"{""x"": 373.3988037109375, ""y"": 0.0, ""height"": 47.09088134765625, ""width"": 41.873844146728516}",2024-01-17 14:12:22.500000+00:00,"[{""time"": ""2024-01-17 14:11:36.900000+00:00"", ""center"": {""x"": 390.8939093017578, ""y"": 218.71538619995118}}, {""time"": ""2024-01-17 14:11:54.800000+00:00"", ""center"": {""x"": 536.8460134887696, ""y"": 158.59288528442383}}]","{""x"": 371.0, ""y"": 2.0, ""height"": 8.0, ""width"": 5.0}",2024-01-17 14:12:23.700000+00:00,"[{""time"": ""2024-01-17 14:12:08.600000+00:00"", ""center"": {""x"": 585.015, ""y"": 147.278}}]"
1846,10268087,Videos/20240117/10268087/ai/C20_S20240117140429700_E20240117140529700.mp4,20,"{""x"": 477.0, ""y"": 262.0, ""height"": 22.0, ""width"": 10.0}",2024-01-17 14:04:34.700000+00:00,TRUE,"{""x"": 438.577392578125, ""y"": 0.0, ""height"": 39.7049560546875, ""width"": 31.147802352905273}",2024-01-17 14:04:39.700000+00:00,[],"{""x"": 519.0, ""y"": 5.0, ""height"": 2.0, ""width"": 2.0}",2024-01-17 14:04:40.200000+00:00,[]
1847,10272572,Videos/20240117/10272572/ai/C22_S20240117141726300_E20240117141826300.mp4,22,"{""x"": 335.0, ""y"": 329.0, ""height"": 33.0, ""width"": 17.0}",2024-01-17 14:17:31.300000+00:00,TRUE,"{""x"": 312.7784423828125, ""y"": 0.0, ""height"": 42.432159423828125, ""width"": 41.57876968383789}",2024-01-17 14:17:35+00:00,[],"{""x"": 363.0, ""y"": 6.0, ""height"": 26.0, ""width"": 16.0}",2024-01-17 14:17:36.400000+00:00,[]
1848,10272657,Videos/20240117/10272657/ai/C27_S20240117141151700_E20240117141251700.mp4,27,"{""x"": -16087.0, ""y"": 167.0, ""height"": 16727.0, ""width"": 193.0}",2024-01-17 14:11:56.700000+00:00,TRUE,"{""x"": 309.0682373046875, ""y"": 0.0, ""height"": 37.75146484375, ""width"": 44.293373107910156}",2024-01-17 14:12:02.200000+00:00,[],"{""x"": 464.0, ""y"": 0.0, ""height"": 22.0, ""width"": 13.0}",2024-01-17 14:12:51.700000+00:00,"[{""time"": ""2024-01-17 14:11:59.300000+00:00"", ""center"": {""x"": 565.395, ""y"": 337.282}}, {""time"": ""2024-01-17 14:12:13.600000+00:00"", ""center"": {""x"": 585.395, ""y"": 266.615}}, {""time"": ""2024-01-17 14:12:30.800000+00:00"", ""center"": {""x"": 576.395, ""y"": 187.282}}, {""time"": ""2024-01-17 14:12:49.600000+00:00"", ""center"": {""x"": 546.395, ""y"": 41.948}}]"
1849,10271858,Videos/20240117/10271858/ai/C25_S20240117140816036_E20240117140916036.mp4,25,"{""x"": 505.0, ""y"": 167.0, ""height"": 19.0, ""width"": 23.0}",2024-01-17 14:08:21.036000+00:00,TRUE,"{""x"": 497.3665771484375, ""y"": 0.0, ""height"": 46.12115478515625, ""width"": 35.516929626464844}",2024-01-17 14:09:15.936000+00:00,"[{""time"": ""2024-01-17 14:08:19.336000+00:00"", ""center"": {""x"": 578.8233099365234, ""y"": 140.37613990783692}}, {""time"": ""2024-01-17 14:08:44.736000+00:00"", ""center"": {""x"": 522.5508157348632, ""y"": 19.969179070929385}}]","{""x"": 456.0, ""y"": 10.0, ""height"": 55.0, ""width"": 18.0}",2024-01-17 14:08:47.336000+00:00,"[{""time"": ""2024-01-17 14:08:29.736000+00:00"", ""center"": {""x"": 617.944, ""y"": 127.742}}, {""time"": ""2024-01-17 14:08:40.436000+00:00"", ""center"": {""x"": 627.965, ""y"": 137.823}}]"
1850,10271728,Videos/20240117/10271728/ai/C19_S20240117140649808_E20240117140749808.mp4,19,"{""x"": 344.0, ""y"": 298.0, ""height"": 33.0, ""width"": 14.0}",2024-01-17 14:06:54.808000+00:00,TRUE,"{""x"": 455.8241882324219, ""y"": 0.0, ""height"": 41.924896240234375, ""width"": 31.16702651977539}",2024-01-17 14:07:09.908000+00:00,"[{""time"": ""2024-01-17 14:06:55.008000+00:00"", ""center"": {""x"": 527.498815612793, ""y"": 142.6018095397949}}]","{""x"": 346.0, ""y"": 81.0, ""height"": 20.0, ""width"": 18.0}",2024-01-17 14:07:49.808000+00:00,"[{""time"": ""2024-01-17 14:06:59.408000+00:00"", ""center"": {""x"": 254.531, ""y"": 276.168}}, {""time"": ""2024-01-17 14:07:15.808000+00:00"", ""center"": {""x"": 264.864, ""y"": 283.168}}]"
1851,10272589,Videos/20240117/10272589/ai/C9_S20240117141335000_E20240117141435000.mp4,9,"{""x"": 253.0, ""y"": 38.0, ""height"": 14.0, ""width"": 8.0}",2024-01-17 14:13:40+00:00,TRUE,"{""x"": 170.870849609375, ""y"": 54.278194427490234, ""height"": 22.831390380859375, ""width"": 28.791812896728516}",2024-01-17 14:14:13.800000+00:00,"[{""time"": ""2024-01-17 14:13:59.900000+00:00"", ""center"": {""x"": 117.20559494018555, ""y"": 144.30422943115235}}]","{""x"": 175.0, ""y"": 126.0, ""height"": 33.0, ""width"": 41.0}",2024-01-17 14:14:35+00:00,"[{""time"": ""2024-01-17 14:13:52.500000+00:00"", ""center"": {""x"": 124.946, ""y"": 70.364}}, {""time"": ""2024-01-17 14:14:25+00:00"", ""center"": {""x"": 107.613, ""y"": 148.364}}]"
1852,10272770,Videos/20240117/10272770/ai/C8_S20240117141455400_E20240117141555400.mp4,8,"{""x"": 95.0, ""y"": 59.0, ""height"": 27.0, ""width"": 8.0}",2024-01-17 14:15:00.400000+00:00,TRUE,"{""x"": 136.65663146972656, ""y"": 87.97252655029297, ""height"": 27.962310791015625, ""width"": 22.890724182128906}",2024-01-17 14:15:13.300000+00:00,"[{""time"": ""2024-01-17 14:14:55.500000+00:00"", ""center"": {""x"": 128.1312461090088, ""y"": 160.4680860900879}}]","{""x"": 244.0, ""y"": 278.0, ""height"": 15.0, ""width"": 15.0}",2024-01-17 14:15:55.400000+00:00,"[{""time"": ""2024-01-17 14:15:10.500000+00:00"", ""center"": {""x"": 125.711, ""y"": 228.742}}]"
1853,10272787,Videos/20240117/10272787/ai/C12_S20240117141502000_E20240117141602000.mp4,12,"{""x"": 148.0, ""y"": 326.0, ""height"": 15.0, ""width"": 12.0}",2024-01-17 14:15:07+00:00,TRUE,"{""x"": 152.92422485351562, ""y"": 323.8592529296875, ""height"": 48.481231689453125, ""width"": 35.474090576171875}",2024-01-17 14:15:08+00:00,[],"{""x"": 423.0, ""y"": 349.0, ""height"": 23.0, ""width"": 10.0}",2024-01-17 14:15:31.600000+00:00,"[{""time"": ""2024-01-17 14:15:10.700000+00:00"", ""center"": {""x"": 138.865, ""y"": 347.251}}, {""time"": ""2024-01-17 14:15:22.300000+00:00"", ""center"": {""x"": 144.032, ""y"": 344.584}}]"
1854,10268087,Videos/20240117/10268087/ai/C21_S20240117140435200_E20240117140535200.mp4,21,"{""x"": 368.0, ""y"": 353.0, ""height"": 0.0, ""width"": 0.0}",2024-01-17 14:04:40.200000+00:00,TRUE,"{""x"": 425.0091247558594, ""y"": 0.0, ""height"": 40.976104736328125, ""width"": 27.894935607910156}",2024-01-17 14:05:25.600000+00:00,"[{""time"": ""2024-01-17 14:04:51+00:00"", ""center"": {""x"": 521.3460052490234, ""y"": 70.56976802825928}}]","{""x"": 451.0, ""y"": 8.0, ""height"": 10.0, ""width"": 9.0}",2024-01-17 14:05:25.600000+00:00,"[{""time"": ""2024-01-17 14:04:53.200000+00:00"", ""center"": {""x"": 557.447, ""y"": 150.018}}, {""time"": ""2024-01-17 14:05:18.600000+00:00"", ""center"": {""x"": 534.197, ""y"": 78.101}}]"
1855,18120172,Videos/20240117/18120172/ai/C23_S20240117141854933_E20240117141954933.mp4,23,"{""x"": 442.0, ""y"": 324.0, ""height"": 16.0, ""width"": 12.0}",2024-01-17 14:18:59.933000+00:00,FALSE,,,,"{""x"": 231.0, ""y"": 348.0, ""height"": 28.0, ""width"": 12.0}",2024-01-17 14:18:59.225000+00:00,[]
1856,10273487,Videos/20240117/10273487/ai/C10_S20240117142526900_E20240117142626900.mp4,10,"{""x"": 469.0, ""y"": 50.0, ""height"": 56.0, ""width"": 14.0}",2024-01-17 14:25:31.900000+00:00,TRUE,"{""x"": 617.24658203125, ""y"": 135.65692138671875, ""height"": 22.75341796875, ""width"": 32.58262634277344}",2024-01-17 14:25:36.300000+00:00,[],"{""x"": 585.0, ""y"": 103.0, ""height"": 35.0, ""width"": 30.0}",2024-01-17 14:25:36.100000+00:00,[]
1857,10271827,Videos/20240117/10271827/ai/C20_S20240117140138200_E20240117140238200.mp4,20,"{""x"": 318.0, ""y"": 249.0, ""height"": 21.0, ""width"": 16.0}",2024-01-17 14:01:43.200000+00:00,TRUE,"{""x"": 307.80438232421875, ""y"": 0.0, ""height"": 38.56622314453125, ""width"": 32.94956588745117}",2024-01-17 14:01:55.200000+00:00,[],"{""x"": 514.0, ""y"": 4.0, ""height"": 3.0, ""width"": 4.0}",2024-01-17 14:01:56.200000+00:00,"[{""time"": ""2024-01-17 14:01:48.600000+00:00"", ""center"": {""x"": 229.45, ""y"": 184.708}}]"
1858,10273395,Videos/20240117/10273395/ai/C2_S20240117141332300_E20240117141432300.mp4,2,"{""x"": 284.0, ""y"": 43.0, ""height"": 15.0, ""width"": 19.0}",2024-01-17 14:13:37.300000+00:00,TRUE,"{""x"": 126.83406066894531, ""y"": 94.76624298095703, ""height"": 43.225921630859375, ""width"": 26.966033935546875}",2024-01-17 14:13:42.700000+00:00,"[{""time"": ""2024-01-17 14:13:32.400000+00:00"", ""center"": {""x"": 318.12755004882814, ""y"": 104.88145988464356}}]","{""x"": 166.0, ""y"": 341.0, ""height"": 23.0, ""width"": 17.0}",2024-01-17 14:14:01.200000+00:00,"[{""time"": ""2024-01-17 14:13:40.500000+00:00"", ""center"": {""x"": 95.426, ""y"": 23.673}}, {""time"": ""2024-01-17 14:13:40.500000+00:00"", ""center"": {""x"": 101.426, ""y"": 21.007}}]"
1859,10272572,Videos/20240117/10272572/ai/C23_S20240117141731400_E20240117141831400.mp4,23,"{""x"": 349.0, ""y"": 309.0, ""height"": 31.0, ""width"": 19.0}",2024-01-17 14:17:36.400000+00:00,TRUE,"{""x"": 336.2344970703125, ""y"": 0.0, ""height"": 31.807861328125, ""width"": 36.77629470825195}",2024-01-17 14:18:01.400000+00:00,"[{""time"": ""2024-01-17 14:17:40.300000+00:00"", ""center"": {""x"": 383.67065490722655, ""y"": 130.54822578430176}}]","{""x"": 355.0, ""y"": 14.0, ""height"": 48.0, ""width"": 33.0}",2024-01-17 14:18:02.600000+00:00,"[{""time"": ""2024-01-17 14:17:56.900000+00:00"", ""center"": {""x"": 494.093, ""y"": 116.891}}]"
1860,10273487,Videos/20240117/10273487/ai/C21_S20240117142531100_E20240117142631100.mp4,21,"{""x"": 104.0, ""y"": 136.0, ""height"": 27.0, ""width"": 29.0}",2024-01-17 14:25:36.100000+00:00,TRUE,"{""x"": 307.01611328125, ""y"": 333.8781433105469, ""height"": 30.468170166015625, ""width"": 25.910797119140625}",2024-01-17 14:25:41.900000+00:00,[],"{""x"": 381.0, ""y"": 350.0, ""height"": 20.0, ""width"": 7.0}",2024-01-17 14:25:44.500000+00:00,[]
1861,10272664,Videos/20240117/10272664/ai/C16_S20240117141836200_E20240117141936200.mp4,16,"{""x"": 410.0, ""y"": 34.0, ""height"": 82.0, ""width"": 87.0}",2024-01-17 14:18:41.200000+00:00,TRUE,"{""x"": 409.1446533203125, ""y"": 0.0, ""height"": 37.080718994140625, ""width"": 25.560810089111328}",2024-01-17 14:19:11.950000+00:00,"[{""time"": ""2024-01-17 14:18:36.450000+00:00"", ""center"": {""x"": 457.4326766967773, ""y"": 166.5653657913208}}, {""time"": ""2024-01-17 14:18:44.950000+00:00"", ""center"": {""x"": 437.55859451293946, ""y"": 14.185063855838962}}]","{""x"": 363.0, ""y"": 0.0, ""height"": 18.0, ""width"": 14.0}",2024-01-17 14:18:51.274000+00:00,"[{""time"": ""2024-01-17 14:18:45.883000+00:00"", ""center"": {""x"": 526.371, ""y"": 61.492}}]"
1862,10272718,Videos/20240117/10272718/ai/C23_S20240117141642700_E20240117141742700.mp4,23,"{""x"": 426.0, ""y"": 315.0, ""height"": 22.0, ""width"": 14.0}",2024-01-17 14:16:47.700000+00:00,TRUE,"{""x"": 500.594970703125, ""y"": 142.0370330810547, ""height"": 46.89666748046875, ""width"": 41.52473449707031}",2024-01-17 14:17:42.600000+00:00,"[{""time"": ""2024-01-17 14:16:48.500000+00:00"", ""center"": {""x"": 508.5016839599609, ""y"": 313.4814483642578}}, {""time"": ""2024-01-17 14:17:33.300000+00:00"", ""center"": {""x"": 475.08091522216796, ""y"": 136.3604094696045}}]","{""x"": 420.0, ""y"": 144.0, ""height"": 36.0, ""width"": 37.0}",2024-01-17 14:17:42.700000+00:00,"[{""time"": ""2024-01-17 14:17:25.800000+00:00"", ""center"": {""x"": 522.308, ""y"": 314.564}}]"
1863,10272701,Videos/20240117/10272701/ai/C24_S20240117141333300_E20240117141433300.mp4,24,"{""x"": 452.0, ""y"": 179.0, ""height"": 70.0, ""width"": 51.0}",2024-01-17 14:13:38.300000+00:00,TRUE,"{""x"": 39.54205322265625, ""y"": 118.87252044677734, ""height"": 50.244834899902344, ""width"": 59.485801696777344}",2024-01-17 14:14:22.300000+00:00,"[{""time"": ""2024-01-17 14:14:02+00:00"", ""center"": {""x"": 212.37598190307617, ""y"": 137.17397346496583}}, {""time"": ""2024-01-17 14:14:12.100000+00:00"", ""center"": {""x"": 383.37609008789065, ""y"": 206.2422752380371}}]","{""x"": 209.0, ""y"": 152.0, ""height"": 24.0, ""width"": 29.0}",2024-01-17 14:14:01.700000+00:00,"[{""time"": ""2024-01-17 14:13:50.700000+00:00"", ""center"": {""x"": 291.387, ""y"": 82.717}}]"
1864,10272589,Videos/20240117/10272589/ai/C9_S20240117141430000_E20240117141530000.mp4,9,"{""x"": 175.0, ""y"": 126.0, ""height"": 33.0, ""width"": 41.0}",2024-01-17 14:14:35+00:00,TRUE,"{""x"": 233.76272583007812, ""y"": 186.760498046875, ""height"": 34.74609375, ""width"": 35.48713684082031}",2024-01-17 14:15:29.900000+00:00,"[{""time"": ""2024-01-17 14:14:30.100000+00:00"", ""center"": {""x"": 110.03916847229004, ""y"": 129.2729135131836}}, {""time"": ""2024-01-17 14:15:10.100000+00:00"", ""center"": {""x"": 248.05943893432618, ""y"": 220.70270706176757}}]","{""x"": 240.0, ""y"": 179.0, ""height"": 31.0, ""width"": 46.0}",2024-01-17 14:15:30+00:00,"[{""time"": ""2024-01-17 14:15:03.600000+00:00"", ""center"": {""x"": 81.106, ""y"": 142.12}}]"
1865,10271728,Videos/20240117/10271728/ai/C19_S20240117140744808_E20240117140844808.mp4,19,"{""x"": 346.0, ""y"": 81.0, ""height"": 20.0, ""width"": 18.0}",2024-01-17 14:07:49.808000+00:00,TRUE,"{""x"": 287.7966003417969, ""y"": 338.7843933105469, ""height"": 38.24090576171875, ""width"": 21.215606689453125}",2024-01-17 14:08:03.208000+00:00,"[{""time"": ""2024-01-17 14:07:49.608000+00:00"", ""center"": {""x"": 290.7584259033203, ""y"": 68.89286666870117}}]","{""x"": 339.0, ""y"": 78.0, ""height"": 34.0, ""width"": 25.0}",2024-01-17 14:08:44.808000+00:00,[]
1866,10271858,Videos/20240117/10271858/ai/C16_S20240117140842336_E20240117140942336.mp4,16,"{""x"": 550.0, ""y"": 323.0, ""height"": 90.0, ""width"": 25.0}",2024-01-17 14:08:47.336000+00:00,TRUE,"{""x"": 508.7250671386719, ""y"": 198.92835998535156, ""height"": 48.466461181640625, ""width"": 33.87831115722656}",2024-01-17 14:09:42.236000+00:00,"[{""time"": ""2024-01-17 14:08:45.536000+00:00"", ""center"": {""x"": 496.81419494628904, ""y"": 286.5794325256348}}, {""time"": ""2024-01-17 14:09:19.636000+00:00"", ""center"": {""x"": 509.18188629150393, ""y"": 236.06221099853516}}]","{""x"": 480.0, ""y"": 225.0, ""height"": 42.0, ""width"": 28.0}",2024-01-17 14:09:40.336000+00:00,"[{""time"": ""2024-01-17 14:08:57.036000+00:00"", ""center"": {""x"": 536.761, ""y"": 293.505}}, {""time"": ""2024-01-17 14:09:11.536000+00:00"", ""center"": {""x"": 533.094, ""y"": 287.839}}, {""time"": ""2024-01-17 14:09:36.036000+00:00"", ""center"": {""x"": 555.761, ""y"": 209.839}}]"
1867,10272770,Videos/20240117/10272770/ai/C8_S20240117141550400_E20240117141650400.mp4,8,"{""x"": 244.0, ""y"": 278.0, ""height"": 15.0, ""width"": 15.0}",2024-01-17 14:15:55.400000+00:00,TRUE,"{""x"": 253.30752563476562, ""y"": 326.4656982421875, ""height"": 34.990570068359375, ""width"": 33.463409423828125}",2024-01-17 14:16:48.500000+00:00,"[{""time"": ""2024-01-17 14:15:56+00:00"", ""center"": {""x"": 266.8555651855469, ""y"": 244.8224723815918}}, {""time"": ""2024-01-17 14:16:15.900000+00:00"", ""center"": {""x"": 171.36090240478515, ""y"": 280.7903807067871}}, {""time"": ""2024-01-17 14:16:43.100000+00:00"", ""center"": {""x"": 266.68639755249023, ""y"": 340.97610260009765}}]","{""x"": 213.0, ""y"": 350.0, ""height"": 6.0, ""width"": 4.0}",2024-01-17 14:16:50.400000+00:00,"[{""time"": ""2024-01-17 14:16:20.500000+00:00"", ""center"": {""x"": 140.535, ""y"": 267.619}}]"
1868,10272619,Videos/20240117/10272619/ai/C13_S20240117141409200_E20240117141509200.mp4,13,"{""x"": 0.0, ""y"": 204.0, ""height"": 396.0, ""width"": 156.0}",2024-01-17 14:14:14.200000+00:00,FALSE,,,,"{""x"": 596.0, ""y"": 29.0, ""height"": 13.0, ""width"": 29.0}",2024-01-17 14:14:16.600000+00:00,[]
1869,10272558,Videos/20240117/10272558/ai/C19_S20240117141218700_E20240117141318700.mp4,19,"{""x"": 369.0, ""y"": 301.0, ""height"": 12.0, ""width"": 8.0}",2024-01-17 14:12:23.700000+00:00,TRUE,"{""x"": 360.3114318847656, ""y"": 0.0, ""height"": 36.89410400390625, ""width"": 34.82557678222656}",2024-01-17 14:12:28.300000+00:00,[],"{""x"": 363.0, ""y"": 1.0, ""height"": 20.0, ""width"": 14.0}",2024-01-17 14:12:29+00:00,[]
1870,10272718,Videos/20240117/10272718/ai/C23_S20240117141737700_E20240117141837700.mp4,23,"{""x"": 420.0, ""y"": 144.0, ""height"": 36.0, ""width"": 37.0}",2024-01-17 14:17:42.700000+00:00,TRUE,"{""x"": 337.4775390625, ""y"": 0.0, ""height"": 32.853179931640625, ""width"": 33.18025588989258}",2024-01-17 14:18:01.500000+00:00,"[{""time"": ""2024-01-17 14:17:40.300000+00:00"", ""center"": {""x"": 383.60951843261716, ""y"": 130.65502876281738}}]","{""x"": 361.0, ""y"": 31.0, ""height"": 38.0, ""width"": 20.0}",2024-01-17 14:18:21+00:00,"[{""time"": ""2024-01-17 14:18:09.800000+00:00"", ""center"": {""x"": 538.081, ""y"": 176.087}}]"
1871,10273487,Videos/20240117/10273487/ai/C20_S20240117142539500_E20240117142639500.mp4,20,"{""x"": 337.0, ""y"": 0.0, ""height"": 303.0, ""width"": 47.0}",2024-01-17 14:25:44.500000+00:00,TRUE,"{""x"": 455.4303894042969, ""y"": 0.0, ""height"": 35.936126708984375, ""width"": 37.615478515625}",2024-01-17 14:26:02.100000+00:00,"[{""time"": ""2024-01-17 14:25:42.800000+00:00"", ""center"": {""x"": 473.4930966186523, ""y"": 30.798326061367987}}]","{""x"": 323.0, ""y"": 349.0, ""height"": 34.0, ""width"": 11.0}",2024-01-17 14:25:50.900000+00:00,[]
1872,10272619,Videos/20240117/10272619/ai/C17_S20240117141411600_E20240117141511600.mp4,17,"{""x"": 158.0, ""y"": 155.0, ""height"": 12.0, ""width"": 9.0}",2024-01-17 14:14:16.600000+00:00,TRUE,"{""x"": 391.56768798828125, ""y"": 161.7859344482422, ""height"": 28.158294677734375, ""width"": 46.45198059082031}",2024-01-17 14:14:22.100000+00:00,[],"{""x"": 340.0, ""y"": 171.0, ""height"": 27.0, ""width"": 22.0}",2024-01-17 14:14:21.800000+00:00,[]
1873,10272664,Videos/20240117/10272664/ai/C27_S20240117141846274_E20240117141946274.mp4,27,"{""x"": 478.0, ""y"": 327.0, ""height"": 101.0, ""width"": 33.0}",2024-01-17 14:18:51.274000+00:00,TRUE,"{""x"": 457.9609375, ""y"": 341.3443298339844, ""height"": 31.667510986328125, ""width"": 18.655670166015625}",2024-01-17 14:18:56.274000+00:00,"[{""time"": ""2024-01-17 14:19:09.774000+00:00"", ""center"": {""x"": 545.2205505371094, ""y"": 269.6361679077148}}]","{""x"": 431.0, ""y"": 249.0, ""height"": 51.0, ""width"": 57.0}",2024-01-17 14:18:59.951000+00:00,[]
